========================================
[2026-03-20 16:03:08] RIFUSDT 从primary榜消失
  霸榜次数: 115 | 最后BBW: 5.36% | 最后价格: 0.0386
  最后Ratio: 1.09

========================================
[2026-03-20 16:03:08] BROCCOLIF3BUSDT 从secondary榜消失
  霸榜次数: 59 | 最后BBW: 5.77% | 最后价格: 0.00317
  最后Ratio: 1.16

========================================
[2026-03-20 16:03:08] KNCUSDT 从primary榜消失
  霸榜次数: 36 | 最后BBW: 2.63% | 最后价格: 0.1356
  最后Ratio: 1.47

========================================
[2026-03-20 16:03:08] BCHUSDT 从primary榜消失
  霸榜次数: 19 | 最后BBW: 3.54% | 最后价格: 465.9
  最后Ratio: 0.07

========================================
[2026-03-20 16:03:08] CVCUSDT 从primary榜消失
  霸榜次数: 15 | 最后BBW: 2.15% | 最后价格: 0.03151
  最后Ratio: 0.84

========================================
[2026-03-20 16:03:08] ARPAUSDT 从primary榜消失
  霸榜次数: 15 | 最后BBW: 2.52% | 最后价格: 0.00992
  最后Ratio: 1.58

========================================
[2026-03-20 16:03:08] CAKEUSDT 从primary榜消失
  霸榜次数: 13 | 最后BBW: 2.12% | 最后价格: 1.427
  最后Ratio: 1.15

========================================
[2026-03-20 16:03:08] ALLOUSDT 从primary榜消失
[2026-03-21 13:17:05] DISAPPEAR: EVAAUSDT (Board:secondary, Rounds:20, LastBBW:3.49%)
[2026-03-21 13:17:05] DISAPPEAR: JELLYJELLYUSDT (Board:secondary, Rounds:20, LastBBW:2.82%)
[2026-03-21 13:17:05] DISAPPEAR: AERGOUSDT (Board:secondary, Rounds:17, LastBBW:0.93%)
[2026-03-21 13:17:05] DISAPPEAR: AEROUSDT (Board:secondary, Rounds:17, LastBBW:2.33%)
[2026-03-21 13:17:05] DISAPPEAR: SPELLUSDT (Board:primary, Rounds:13, LastBBW:1.15%)
[2026-03-21 13:17:05] DISAPPEAR: ONGUSDT (Board:primary, Rounds:13, LastBBW:1.37%)
[2026-03-21 13:17:05] DISAPPEAR: XMRUSDT (Board:secondary, Rounds:10, LastBBW:2.32%)
[2026-03-21 13:17:05] DISAPPEAR: ELSAUSDT (Board:secondary, Rounds:9, LastBBW:3.97%)
[2026-03-21 13:17:05] DISAPPEAR: TRUSTUSDT (Board:secondary, Rounds:7, LastBBW:1.95%)
[2026-03-21 13:17:05] DISAPPEAR: TAIKOUSDT (Board:secondary, Rounds:7, LastBBW:1.21%)
[2026-03-21 13:17:05] DISAPPEAR: TOSHIUSDT (Board:secondary, Rounds:7, LastBBW:1.59%)
[2026-03-21 13:17:05] DISAPPEAR: METUSDT (Board:primary, Rounds:6, LastBBW:1.39%)
[2026-03-21 13:17:05] DISAPPEAR: XRPUSDT (Board:primary, Rounds:3, LastBBW:1.44%)
[2026-03-21 13:17:05] DISAPPEAR: ZORAUSDT (Board:secondary, Rounds:3, LastBBW:1.84%)
[2026-03-21 13:17:05] DISAPPEAR: MELANIAUSDT (Board:secondary, Rounds:2, LastBBW:3.29%)
[2026-03-21 13:36:02] DISAPPEAR: HEIUSDT (Board:primary, Rounds:64, LastBBW:1.81%)
[2026-03-21 13:36:02] DISAPPEAR: RLSUSDT (Board:secondary, Rounds:8, LastBBW:2.47%)
[2026-03-21 13:36:02] DISAPPEAR: SQDUSDT (Board:secondary, Rounds:8, LastBBW:2.49%)
[2026-03-21 13:36:02] DISAPPEAR: AVAAIUSDT (Board:secondary, Rounds:5, LastBBW:2.77%)
[2026-03-21 14:18:04] DISAPPEAR: MOCAUSDT (Board:secondary, Rounds:2, LastBBW:5.12%)
[2026-03-21 14:40:33] DISAPPEAR: COAIUSDT (Board:secondary, Rounds:24, LastBBW:1.66%)
[2026-03-21 14:40:33] DISAPPEAR: B2USDT (Board:secondary, Rounds:8, LastBBW:0.91%)
[2026-03-21 14:40:33] DISAPPEAR: BLESSUSDT (Board:secondary, Rounds:5, LastBBW:1.50%)
[2026-03-21 14:40:33] DISAPPEAR: HANAUSDT (Board:secondary, Rounds:4, LastBBW:3.05%)
[2026-03-21 14:40:33] DISAPPEAR: SKYAIUSDT (Board:secondary, Rounds:4, LastBBW:2.53%)
[2026-03-21 14:40:33] DISAPPEAR: SONICUSDT (Board:secondary, Rounds:4, LastBBW:3.79%)
[2026-03-21 14:40:33] DISAPPEAR: ORDERUSDT (Board:secondary, Rounds:4, LastBBW:2.22%)
[2026-03-21 14:40:33] DISAPPEAR: MONUSDT (Board:secondary, Rounds:4, LastBBW:2.44%)
[2026-03-21 14:40:33] DISAPPEAR: SIRENUSDT (Board:secondary, Rounds:4, LastBBW:2.95%)
[2026-03-21 14:40:33] DISAPPEAR: MERLUSDT (Board:secondary, Rounds:4, LastBBW:4.40%)
[2026-03-21 14:40:33] DISAPPEAR: BOBUSDT (Board:secondary, Rounds:4, LastBBW:3.44%)
[2026-03-21 14:40:33] DISAPPEAR: HMSTRUSDT (Board:primary, Rounds:3, LastBBW:1.19%)
[2026-03-21 14:40:33] DISAPPEAR: ESPORTSUSDT (Board:secondary, Rounds:3, LastBBW:1.07%)
[2026-03-21 14:40:33] DISAPPEAR: JELLYJELLYUSDT (Board:secondary, Rounds:3, LastBBW:2.98%)
[2026-03-21 14:40:33] DISAPPEAR: KGENUSDT (Board:secondary, Rounds:3, LastBBW:3.68%)
[2026-03-21 14:40:33] DISAPPEAR: BRUSDT (Board:secondary, Rounds:3, LastBBW:10.88%)
[2026-03-21 14:40:33] DISAPPEAR: IPUSDT (Board:secondary, Rounds:3, LastBBW:2.92%)
[2026-03-21 14:40:33] DISAPPEAR: GOATUSDT (Board:secondary, Rounds:3, LastBBW:1.96%)
[2026-03-21 14:40:33] DISAPPEAR: ELSAUSDT (Board:secondary, Rounds:3, LastBBW:3.60%)
[2026-03-21 14:40:33] DISAPPEAR: TRUSTUSDT (Board:secondary, Rounds:3, LastBBW:1.97%)
[2026-03-21 14:40:33] DISAPPEAR: AIOUSDT (Board:secondary, Rounds:2, LastBBW:1.67%)
[2026-03-21 14:40:33] DISAPPEAR: WETUSDT (Board:secondary, Rounds:2, LastBBW:3.44%)
[2026-03-21 14:40:33] DISAPPEAR: MOODENGUSDT (Board:secondary, Rounds:2, LastBBW:2.42%)
[2026-03-21 15:02:07] DISAPPEAR: GIGGLEUSDT (Board:primary, Rounds:5, LastBBW:5.62%)
[2026-03-21 16:08:02] DISAPPEAR: CATIUSDT (Board:primary, Rounds:7, LastBBW:5.08%)
[2026-03-21 16:08:02] DISAPPEAR: SOLUSDT (Board:primary, Rounds:4, LastBBW:2.74%)
[2026-03-21 16:16:28] DISAPPEAR: JELLYJELLYUSDT (Board:secondary, Rounds:2, LastBBW:4.42%)
[2026-03-21 16:16:28] DISAPPEAR: IPUSDT (Board:secondary, Rounds:2, LastBBW:2.28%)
[2026-03-21 16:29:04] DISAPPEAR: XPINUSDT (Board:secondary, Rounds:8, LastBBW:4.37%)
[2026-03-21 16:29:04] DISAPPEAR: ZORAUSDT (Board:secondary, Rounds:8, LastBBW:1.71%)
[2026-03-21 16:29:04] DISAPPEAR: WETUSDT (Board:secondary, Rounds:5, LastBBW:3.92%)
[2026-03-21 16:40:40] DISAPPEAR: MONUSDT (Board:secondary, Rounds:4, LastBBW:2.62%)
[2026-03-21 16:40:40] DISAPPEAR: MOODENGUSDT (Board:secondary, Rounds:4, LastBBW:2.09%)
[2026-03-21 16:40:40] DISAPPEAR: TRUSTUSDT (Board:secondary, Rounds:2, LastBBW:1.93%)
[2026-03-21 16:52:15] DISAPPEAR: AIOUSDT (Board:secondary, Rounds:7, LastBBW:1.39%)
